material   : graphene
h5path     : /scratch/yimili/matrices/hdf5/graphene.h5
block size : 416
requested  : idx 0..401 (402 indices)
completed  : 402
failed     : 0

idx  relres_fp16   fwd_err_fp16   fwd_err_c64   cond_full_svd
 243  2.725726e-02  2.207050e-02  2.197106e-06  5.596518e+02
 244  2.756287e-02  2.545697e-02  1.788523e-06  5.617763e+02
 245  2.927752e-02  2.472766e-02  1.802550e-06  5.639608e+02
 246  2.683811e-02  2.347291e-02  1.959930e-06  5.662067e+02
 247  2.609102e-02  1.966299e-02  1.661710e-06  5.685151e+02
 248  2.564503e-02  2.136610e-02  2.077110e-06  5.708873e+02
 249  2.704493e-02  2.203136e-02  1.958765e-06  5.733245e+02
 250  2.639003e-02  2.229111e-02  1.850214e-06  5.758277e+02
 251  2.761180e-02  2.070194e-02  1.891352e-06  5.783983e+02
 252  2.782637e-02  2.624004e-02  2.199362e-06  5.810373e+02
 253  2.674751e-02  2.383307e-02  1.876005e-06  5.837461e+02
 254  2.642450e-02  1.988254e-02  2.036215e-06  5.865260e+02
 255  2.731212e-02  2.509144e-02  1.957170e-06  5.893784e+02
 256  2.793714e-02  2.465652e-02  2.313042e-06  5.923048e+02
 257  2.767975e-02  2.249605e-02  2.305335e-06  5.953070e+02
 258  2.710341e-02  2.382084e-02  1.935484e-06  5.983866e+02
 259  2.815938e-02  2.412850e-02  1.989223e-06  6.015459e+02
 260  2.491606e-02  2.456277e-02  2.261741e-06  6.095846e+02
 261  2.647768e-02  2.297342e-02  2.263218e-06  6.416399e+02
 262  2.658050e-02  2.102990e-02  2.270805e-06  6.776500e+02
 263  2.587071e-02  2.175611e-02  2.346494e-06  7.184672e+02
 264  2.694421e-02  2.478931e-02  2.313272e-06  7.652289e+02
 265  2.639882e-02  2.477955e-02  2.201263e-06  8.194955e+02
 266  2.784900e-02  2.604503e-02  2.215330e-06  8.834835e+02
 267  2.576111e-02  2.296224e-02  2.152364e-06  9.604848e+02
 268  2.562182e-02  2.300217e-02  2.485879e-06  1.055683e+03
 269  2.724298e-02  3.101541e-02  2.227187e-06  1.177930e+03
 270  2.548289e-02  2.410992e-02  2.993166e-06  1.344311e+03
 271  2.486069e-02  2.943694e-02  2.642687e-06  1.595474e+03
 272  2.632018e-02  3.058542e-02  3.230948e-06  2.089715e+03
 273  3.237387e-02  3.408051e-02  4.990486e-06  2.992592e+03
 274  3.337111e-02  4.877458e-02  2.990184e-06  2.894034e+03
 275  3.815348e-02  6.454413e-02  7.242618e-06  2.799037e+03
 276  3.459281e-02  3.796220e-02  4.393806e-06  2.707539e+03
 277  3.431858e-02  4.515868e-02  5.817516e-06  2.619482e+03
 278  3.403038e-02  3.979586e-02  4.082069e-06  2.534804e+03
 279  3.218224e-02  3.697921e-02  4.626181e-06  2.453445e+03
 280  3.454973e-02  4.897654e-02  3.566772e-06  2.375346e+03
 281  3.064546e-02  3.000113e-02  2.972911e-06  2.300449e+03
 282  3.162138e-02  2.668717e-02  3.718853e-06  2.228697e+03
 283  3.466925e-02  3.382029e-02  4.092073e-06  2.160034e+03
 284  3.291067e-02  2.911153e-02  2.860718e-06  2.094404e+03
 285  3.303227e-02  2.772345e-02  3.006038e-06  2.031755e+03
 286  3.132481e-02  3.294773e-02  2.978673e-06  1.972037e+03
 287  3.269174e-02  2.894213e-02  2.798745e-06  1.915205e+03
 288  3.103602e-02  3.321227e-02  4.289905e-06  1.861235e+03
 289  2.905977e-02  3.642327e-02  2.722723e-06  1.810162e+03
 290  2.955194e-02  3.886172e-02  4.750987e-06  1.762568e+03
 291  3.330872e-02  3.699611e-02  3.816976e-06  1.864492e+03
 292  3.013410e-02  3.474954e-02  3.138382e-06  2.501234e+03
 293  3.652211e-02  3.709997e-02  4.533615e-06  3.710153e+03
 294  3.859637e-02  4.758546e-02  3.415019e-06  3.561449e+03
 295  3.818432e-02  4.780789e-02  5.269279e-06  3.419396e+03
 296  3.827330e-02  2.873139e-02  4.648714e-06  3.283841e+03
 297  3.981827e-02  7.504941e-02  2.742183e-06  3.154649e+03
 298  3.954309e-02  3.572032e-02  3.526098e-06  3.031693e+03
 299  4.008016e-02  4.657500e-02  5.271320e-06  2.914851e+03
 300  3.796252e-02  3.950506e-02  3.079604e-06  2.804005e+03
 301  3.806493e-02  3.683138e-02  3.016532e-06  2.699040e+03
 302  3.596707e-02  4.029621e-02  3.602414e-06  2.599848e+03
 303  3.865818e-02  4.059242e-02  3.575673e-06  2.506322e+03
 304  3.833212e-02  3.548702e-02  3.603358e-06  2.418364e+03
 305  3.600835e-02  4.953140e-02  3.103099e-06  2.335878e+03
 306  3.939999e-02  3.709309e-02  2.969733e-06  2.258775e+03
 307  3.496119e-02  3.018975e-02  3.722413e-06  2.186974e+03
 308  3.755433e-02  3.970809e-02  4.415734e-06  2.120397e+03
 309  3.591364e-02  3.083072e-02  2.982787e-06  2.058977e+03
 310  3.670757e-02  3.514510e-02  3.094962e-06  2.002650e+03
 311  3.534846e-02  3.390615e-02  3.205003e-06  1.951361e+03
 312  3.657278e-02  3.979542e-02  2.804118e-06  1.905059e+03
 313  3.760139e-02  3.133196e-02  3.579785e-06  1.863697e+03
 314  3.869187e-02  3.517930e-02  3.498025e-06  1.827229e+03
 315  3.812027e-02  3.681767e-02  3.310010e-06  1.795608e+03
 316  4.014243e-02  4.047437e-02  3.435529e-06  1.768779e+03
 317  3.633127e-02  3.902569e-02  3.378705e-06  1.746676e+03
 318  4.009737e-02  4.440745e-02  3.624219e-06  1.729215e+03
 319  4.137662e-02  3.710355e-02  3.393941e-06  1.716290e+03
 320  3.961061e-02  3.980647e-02  3.649022e-06  1.707770e+03
 321  4.076954e-02  4.763033e-02  4.430912e-06  1.713311e+03
 322  4.138891e-02  4.852268e-02  4.310015e-06  1.803928e+03
 323  4.624798e-02  5.345503e-02  4.659808e-06  1.915051e+03
 324  4.613209e-02  4.792437e-02  3.869488e-06  2.065560e+03
 325  5.394134e-02  4.908422e-02  4.559477e-06  2.380102e+03
 326  7.578284e-02  1.023526e-01  7.477257e-06  2.092707e+03
 327  5.971261e-02  6.539357e-02  5.670504e-06  1.946050e+03
 328  4.570575e-02  3.860442e-02  3.953009e-06  1.845122e+03
 329  4.090454e-02  3.907296e-02  4.441687e-06  1.797558e+03
 330  4.037602e-02  3.291011e-02  3.806501e-06  1.821810e+03
 331  4.285546e-02  3.607631e-02  3.717229e-06  1.847909e+03
 332  4.333878e-02  3.913429e-02  2.758932e-06  1.875481e+03
 333  4.149298e-02  3.349818e-02  2.991713e-06  1.904090e+03
 334  4.078338e-02  3.592898e-02  3.285193e-06  1.933223e+03
 335  3.953948e-02  3.297376e-02  2.861712e-06  1.962287e+03
 336  4.005620e-02  3.264123e-02  3.554821e-06  1.990602e+03
 337  3.748352e-02  3.508664e-02  3.067312e-06  2.017412e+03
 338  4.051241e-02  3.641534e-02  3.379839e-06  2.041896e+03
 339  3.895522e-02  3.182201e-02  3.181426e-06  2.063200e+03
 340  3.900697e-02  3.577707e-02  2.900135e-06  2.080476e+03
 341  3.817808e-02  4.186129e-02  3.632802e-06  2.092934e+03
 342  3.716917e-02  3.599086e-02  3.762505e-06  2.099896e+03
 343  3.875691e-02  3.511469e-02  3.234932e-06  2.100854e+03
 344  4.037362e-02  3.664372e-02  3.421465e-06  2.095514e+03
 345  3.402400e-02  4.770975e-02  3.942607e-06  2.083822e+03
 346  4.122930e-02  4.911456e-02  4.441369e-06  2.065969e+03
 347  3.854248e-02  4.024280e-02  2.809919e-06  2.042375e+03
 348  3.488623e-02  3.716601e-02  3.196202e-06  2.013648e+03
 349  3.656331e-02  3.136646e-02  3.801585e-06  1.980533e+03
 350  4.064869e-02  6.701576e-02  3.806946e-06  1.943848e+03
 351  4.266202e-02  4.989655e-02  3.773461e-06  1.904435e+03
 352  4.843608e-02  5.496516e-02  5.408245e-06  1.863109e+03
 353  2.089079e-01  1.712909e-01  1.682803e-05  1.820621e+03
 354  1.007814e-01  1.641873e-01  7.768446e-06  2.062598e+03
 355  4.721644e-02  5.453326e-02  5.558712e-06  2.404934e+03
 356  4.267759e-02  7.124386e-02  4.978583e-06  2.882315e+03
 357  4.464627e-02  8.913012e-02  6.252368e-06  3.594534e+03
 358  5.708582e-02  1.949021e-01  6.896138e-04  4.771771e+03
 359  3.942194e-02  1.345710e-01  1.227345e-05  7.091027e+03
 360  5.736046e-02  2.928229e-01  2.419031e-05  1.378348e+04
 361  7.747303e-02  1.027613e+00  3.762991e-04  2.426575e+05
 362  3.707857e-02  2.987297e-01  3.048171e-05  1.566275e+04
 363  3.566828e-02  1.256208e-01  1.085560e-05  7.572297e+03
 364  3.597806e-02  7.689447e-02  8.096336e-06  4.995163e+03
 365  3.179732e-02  6.537026e-02  4.719005e-06  3.727779e+03
 366  3.023224e-02  4.410711e-02  5.131595e-06  2.973941e+03
 367  3.181181e-02  4.409311e-02  4.006448e-06  2.474075e+03
 368  3.310197e-02  4.466945e-02  4.012611e-06  2.118322e+03
 369  3.354889e-02  4.243687e-02  3.047489e-06  1.852204e+03
 370  3.235596e-02  2.734028e-02  3.785979e-06  1.645629e+03
 371  2.998676e-02  2.536442e-02  3.035953e-06  1.480619e+03
 372  3.252607e-02  3.110454e-02  2.632128e-06  1.345773e+03
 373  3.228620e-02  3.559180e-02  2.646690e-06  1.233511e+03
 374  2.988315e-02  2.575481e-02  2.172596e-06  1.174151e+03
 375  3.097700e-02  2.512781e-02  2.910785e-06  1.158478e+03
 376  3.245801e-02  2.717905e-02  3.253479e-06  1.144066e+03
 377  3.349622e-02  2.982385e-02  2.988120e-06  1.131024e+03
 378  3.204415e-02  2.312154e-02  2.557444e-06  1.119515e+03
 379  3.186594e-02  2.322594e-02  2.291095e-06  1.109717e+03
